Tipo de Paralelização;Número de Threads;Tamanho da Entrada;Tempo de Computação Paralela (s);Tempo de I/O (s);Tempo Total (s);Média  da Computação Paralela;Intervalo de confiança;alfa;Desv.Padrão;tamanho
\n;;;;;;;;;;
omp;16;512;0,014271;0,004233;0,018520;0,015773;;;;
omp;16;512;0,020921;0,005653;0,026590;;;;;
omp;16;512;0,018698;0,008563;0,027281;;;;;
omp;16;512;0,018522;0,004889;0,023432;;;;;
omp;16;512;0,013792;0,005703;0,019513;;;;;
omp;16;512;0,014401;0,003972;0,018392;;;;;
omp;16;512;0,014294;0,006776;0,021087;;;;;
omp;16;512;0,013539;0,004032;0,017588;;;;;
omp;16;512;0,013668;0,004105;0,017791;;;;;
omp;16;512;0,015621;0,003990;0,019634;;;;;
\n;;;;;;;;;;
omp;16;1024;0,044455;0,025297;0,069780;0,049038;;;;
omp;16;1024;0,047209;0,021570;0,068800;;;;;
omp;16;1024;0,047993;0,015771;0,063785;;;;;
omp;16;1024;0,055257;0,021794;0,077071;;;;;
omp;16;1024;0,050520;0,021840;0,072383;;;;;
omp;16;1024;0,049554;0,023934;0,073510;;;;;
omp;16;1024;0,047069;0,021873;0,068965;;;;;
omp;16;1024;0,053076;0,021538;0,074636;;;;;
omp;16;1024;0,046498;0,017385;0,063905;;;;;
omp;16;1024;0,048746;0,018859;0,067626;;;;;
\n;;;;;;;;;;
omp;16;2048;0,184838;0,661445;0,846307;0,179993;;;;
omp;16;2048;0,182664;1.550.529;1.733.218;;;;;
omp;16;2048;0,194509;0,074892;0,269422;;;;;
omp;16;2048;0,181303;0,074306;0,255634;;;;;
omp;16;2048;0,184469;0,085433;0,269924;;;;;
omp;16;2048;0,191020;0,098597;0,289641;;;;;
omp;16;2048;0,180769;0,074107;0,254897;;;;;
omp;16;2048;0,168785;0,079037;0,247848;;;;;
omp;16;2048;0,165523;0,074875;0,240419;;;;;
omp;16;2048;0,166052;0,094133;0,260212;;;;;
\n;;;;;;;;;;
omp;16;4096;0,666528;0,389646;1.056.199;0,713750;;;;
omp;16;4096;0,714485;0,365409;1.079.921;;;;;
omp;16;4096;0,716538;0,361968;1.078.530;;;;;
omp;16;4096;0,761528;0,371608;1.133.164;;;;;
omp;16;4096;0,724050;0,369535;1.093.615;;;;;
omp;16;4096;0,693551;0,345205;1.038.781;;;;;
omp;16;4096;0,747366;0,364947;1.112.340;;;;;
omp;16;4096;0,678446;0,347701;1.026.178;;;;;
omp;16;4096;0,716509;0,355585;1.072.118;;;;;
omp;16;4096;0,718498;0,357393;1.075.916;;;;;
\n;;;;;;;;;;
omp;16;8192;2.725.043;1.407.257;4.132.324;#DIV/0!;;;;
omp;16;8192;2.957.460;1.534.344;4.491.822;;;;;
omp;16;8192;2.699.592;1.488.193;4.187.808;;;;;
omp;16;8192;2.870.294;1.470.024;4.340.338;;;;;
omp;16;8192;2.839.183;1.562.710;4.401.913;;;;;
omp;16;8192;2.805.390;1.491.660;4.297.070;;;;;
omp;16;8192;2.877.603;4.374.981;7.252.603;;;;;
omp;16;8192;2.763.536;1.522.066;4.285.620;;;;;
omp;16;8192;2.805.217;1.491.542;4.296.779;;;;;
omp;16;8192;2.816.374;2.330.648;5.147.043;;;;;
\n;;;;;;;;;;
omp;32;16;0,001204;0,012758;0,013980;0,001433;#DIV/0!;;#DIV/0!;
omp;32;16;0,001202;0,000092;0,001305;;;;;
omp;32;16;0,001674;0,000046;0,001726;;;;;
omp;32;16;0,001158;0,000050;0,001214;;;;;
omp;32;16;0,001563;0,000050;0,001618;;;;;
omp;32;16;0,001655;0,000059;0,001720;;;;;
omp;32;16;0,001560;0,000056;0,001622;;;;;
omp;32;16;0,001161;0,000079;0,001248;;;;;
omp;32;16;0,001808;0,000085;0,001904;;;;;
omp;32;16;0,001345;0,000094;0,001447;;;;;
\n;;;;;;;;;;
omp;32;32;0,000955;0,000095;0,001062;0,000855;;;;
omp;32;32;0,000847;0,000075;0,000928;;;;;
omp;32;32;0,000849;0,000138;0,000998;;;;;
omp;32;32;0,000591;0,000068;0,000664;;;;;
omp;32;32;0,000614;0,000060;0,000679;;;;;
omp;32;32;0,001026;0,000103;0,001139;;;;;
omp;32;32;0,000961;0,000091;0,001063;;;;;
omp;32;32;0,000820;0,000059;0,000886;;;;;
omp;32;32;0,000915;0,000102;0,001028;;;;;
omp;32;32;0,000970;0,000092;0,001070;;;;;
\n;;;;;;;;;;
omp;32;64;0,001168;0,000171;0,001355;0,001168;;;;
omp;32;64;0,001152;0,000226;0,001396;;;;;
omp;32;64;0,001205;0,000181;0,001396;;;;;
omp;32;64;0,001118;0,000199;0,001326;;;;;
omp;32;64;0,001058;0,000187;0,001255;;;;;
omp;32;64;0,001158;0,000175;0,001344;;;;;
omp;32;64;0,000992;0,000214;0,001214;;;;;
omp;32;64;0,001848;0,000241;0,002100;;;;;
omp;32;64;0,001017;0,000111;0,001135;;;;;
omp;32;64;0,000964;0,000192;0,001168;;;;;
\n;;;;;;;;;;
omp;32;128;0,004306;0,000484;0,004799;0,003195;;;;
omp;32;128;0,002590;0,000283;0,002883;;;;;
omp;32;128;0,003025;0,000518;0,003550;;;;;
omp;32;128;0,003048;0,000494;0,003552;;;;;
omp;32;128;0,003314;0,000317;0,003637;;;;;
omp;32;128;0,003188;0,000325;0,003522;;;;;
omp;32;128;0,002956;0,000452;0,003414;;;;;
omp;32;128;0,002508;0,000427;0,002943;;;;;
omp;32;128;0,002817;0,000314;0,003138;;;;;
omp;32;128;0,004198;0,000500;0,004707;;;;;
\n;;;;;;;;;;
omp;32;256;0,006353;0,002548;0,008915;0,005715;;;;
omp;32;256;0,005559;0,001028;0,006594;;;;;
omp;32;256;0,005398;0,001181;0,006587;;;;;
omp;32;256;0,005875;0,001020;0,006902;;;;;
omp;32;256;0,006741;0,001721;0,008471;;;;;
omp;32;256;0,006579;0,001014;0,007600;;;;;
omp;32;256;0,008128;0,001009;0,009145;;;;;
omp;32;256;0,003777;0,001037;0,004823;;;;;
omp;32;256;0,004643;0,001206;0,005857;;;;;
omp;32;256;0,004096;0,001036;0,005139;;;;;
\n;;;;;;;;;;
omp;32;512;0,020866;0,005231;0,026111;0,015862;;;;
omp;32;512;0,014481;0,004148;0,018646;;;;;
omp;32;512;0,014027;0,004110;0,018154;;;;;
omp;32;512;0,014652;0,005677;0,020346;;;;;
omp;32;512;0,016184;0,003994;0,020194;;;;;
omp;32;512;0,019948;0,005060;0,025024;;;;;
omp;32;512;0,015468;0,007974;0,023456;;;;;
omp;32;512;0,011498;0,004032;0,015547;;;;;
omp;32;512;0,016699;0,008773;0,025488;;;;;
omp;32;512;0,014795;0,004819;0,019632;;;;;
\n;;;;;;;;;;
omp;32;1024;0,040878;0,015640;0,056538;0,043416;;;;
omp;32;1024;0,046489;0,015890;0,062402;;;;;
omp;32;1024;0,045180;0,021843;0,067040;;;;;
omp;32;1024;0,048062;0,020949;0,069033;;;;;
omp;32;1024;0,038665;0,019425;0,058107;;;;;
omp;32;1024;0,054552;0,020888;0,075458;;;;;
omp;32;1024;0,035308;0,017408;0,052741;;;;;
omp;32;1024;0,040628;0,017176;0,057821;;;;;
omp;32;1024;0,041994;0,020943;0,062964;;;;;
omp;32;1024;0,042400;0,015595;0,058014;;;;;
\n;;;;;;;;;;
omp;32;2048;0,171499;0,084085;0,255631;0,156772;;;;
omp;32;2048;0,159496;0,083410;0,242926;;;;;
omp;32;2048;0,136083;0,082485;0,218593;;;;;
omp;32;2048;0,147780;0,081297;0,229097;;;;;
omp;32;2048;0,168487;0,075751;0,244260;;;;;
omp;32;2048;0,164202;0,075420;0,239643;;;;;
omp;32;2048;0,140671;0,085988;0,226683;;;;;
omp;32;2048;0,155946;0,075481;0,231461;;;;;
omp;32;2048;0,162622;0,090290;0,252937;;;;;
omp;32;2048;0,160935;0,085495;0,246451;;;;;
\n;;;;;;;;;;
omp;32;4096;0,605895;0,346332;0,952247;0,579142;;;;
omp;32;4096;0,595853;2.191.905;2.787.778;;;;;
omp;32;4096;0,566632;0,355112;0,921764;;;;;
omp;32;4096;0,594379;0,362387;0,956793;;;;;
omp;32;4096;0,593764;0,371060;0,964849;;;;;
omp;32;4096;0,601657;0,353943;0,955620;;;;;
omp;32;4096;0,547342;0,362483;0,909849;;;;;
omp;32;4096;0,554945;2.449.916;3.004.884;;;;;
omp;32;4096;0,561390;0,346192;0,907608;;;;;
omp;32;4096;0,569558;0,367506;0,937083;;;;;
\n;;;;;;;;;;
omp;32;8192;2.183.931;1.423.875;3.607.826;#DIV/0!;;;;
omp;32;8192;2.093.593;1.499.631;3.593.247;;;;;
omp;32;8192;2.055.513;1.537.651;3.593.185;;;;;
omp;32;8192;2.207.388;1.449.474;3.656.881;;;;;
omp;32;8192;2.162.413;1.470.870;3.633.305;;;;;
omp;32;8192;2.190.298;1.454.353;3.644.672;;;;;
omp;32;8192;2.180.474;1.555.601;3.736.097;;;;;
omp;32;8192;2.037.416;1.482.775;3.520.216;;;;;
omp;32;8192;2.201.744;1.470.048;3.671.814;;;;;
omp;32;8192;2.147.646;1.450.109;3.597.779;;;;;
\n;;;;;;;;;;
