Tipo de Paralelização;Número de Threads;Tamanho da Entrada;Tempo de Computação Paralela (s);Tempo de I/O (s);Tempo Total (s);Média  da Computação Paralela;Intervalo de confiança;alfa;Desv.Padrão;tamanho
pth;16;1024;0,178986;0,02315;0,202157;;;;;
pth;16;1024;0,188152;0,019674;0,207849;;;;;
\n;;;;;;;;;;
pth;16;2048;0,698917;0,117398;0,816341;0,7004227;;;;
pth;16;2048;0,704492;0,098894;0,803412;;;;;
pth;16;2048;0,707862;0,096405;0,804291;;;;;
pth;16;2048;0,693335;0,102493;0,795854;;;;;
pth;16;2048;0,703774;0,093355;0,79715;;;;;
pth;16;2048;0,705899;0,102937;0,808857;;;;;
pth;16;2048;0,714732;0,094295;0,809049;;;;;
pth;16;2048;0,700916;0,118432;0,81937;;;;;
pth;16;2048;0,673311;0,111675;0,785009;;;;;
pth;16;2048;0,700989;0,094745;0,795753;;;;;
\n;;;;;;;;;;
pth;16;4096;2,765508;0,358725;3,124256;2,7835671;;;;
pth;16;4096;2,76214;0,361163;3,123327;;;;;
pth;16;4096;2,689711;0,376813;3,066542;;;;;
pth;16;4096;2,835574;0,397181;3,232776;;;;;
pth;16;4096;2,674587;0,372863;3,047474;;;;;
pth;16;4096;2,71248;0,374175;3,086677;;;;;
pth;16;4096;2,768373;0,344915;3,113311;;;;;
pth;16;4096;2,86121;0,392697;3,25393;;;;;
pth;16;4096;2,692939;0,371457;3,064417;;;;;
pth;16;4096;3,073149;0,354648;3,427816;;;;;
\n;;;;;;;;;;
pth;16;8192;10,761194;1,55091;12,312129;10,7414838;;;;
pth;16;8192;10,880623;1,464655;12,345304;;;;;
pth;16;8192;10,834522;1,496596;12,331142;;;;;
pth;16;8192;10,63233;1,581889;12,21424;;;;;
pth;16;8192;10,738357;1,466628;12,205009;;;;;
pth;16;8192;10,746779;1,482641;12,22944;;;;;
pth;16;8192;10,720316;2,246634;12,966976;;;;;
pth;16;8192;10,629394;1,476535;12,105953;;;;;
pth;16;8192;10,800894;1,500205;12,301124;;;;;
pth;16;8192;10,670429;1,497639;12,168091;;;;;
\n;;;;;;;;;;
pth;32;16;0,001652;0,00005;0,00171;0,0015156;2,048806012;;3,30561864;
pth;32;16;0,001591;0,000052;0,00165;;;;;
pth;32;16;0,001525;0,000044;0,001576;;;;;
pth;32;16;0,001261;0,000045;0,001314;;;;;
pth;32;16;0,00169;0,000046;0,001743;;;;;
pth;32;16;0,001334;0,000038;0,001379;;;;;
pth;32;16;0,001531;0,000044;0,001582;;;;;
pth;32;16;0,001437;0,000039;0,001522;;;;;
pth;32;16;0,001691;0,000048;0,001747;;;;;
pth;32;16;0,001444;0,000041;0,001492;;;;;
\n;;;;;;;;;;
pth;32;32;0,000971;0,000053;0,00103;0,0006981;;;;
pth;32;32;0,00048;0,000046;0,000533;;;;;
pth;32;32;0,000548;0,000053;0,000608;;;;;
pth;32;32;0,00085;0,000086;0,000949;;;;;
pth;32;32;0,000785;0,000074;0,000867;;;;;
pth;32;32;0,000527;0,000085;0,000621;;;;;
pth;32;32;0,000683;0,000052;0,000744;;;;;
pth;32;32;0,000774;0,000053;0,000837;;;;;
pth;32;32;0,000526;0,00005;0,000583;;;;;
pth;32;32;0,000837;0,000051;0,000899;;;;;
\n;;;;;;;;;;
pth;32;64;0,001154;0,000136;0,001299;0,0013019;;;;
pth;32;64;0,001151;0,000098;0,001257;;;;;
pth;32;64;0,00122;0,000124;0,001351;;;;;
pth;32;64;0,001119;0,00011;0,001237;;;;;
pth;32;64;0,001382;0,000137;0,001526;;;;;
pth;32;64;0,001615;0,000136;0,001759;;;;;
pth;32;64;0,001473;0,000101;0,001581;;;;;
pth;32;64;0,001704;0,000099;0,001811;;;;;
pth;32;64;0,001102;0,0001;0,001208;;;;;
pth;32;64;0,001099;0,000101;0,001207;;;;;
\n;;;;;;;;;;
pth;32;128;0,005288;0,000425;0,00572;0,0047623;;;;
pth;32;128;0,004679;0,000316;0,005004;;;;;
pth;32;128;0,005568;0,000279;0,005855;;;;;
pth;32;128;0,00504;0,000426;0,005475;;;;;
pth;32;128;0,004575;0,000282;0,004864;;;;;
pth;32;128;0,004718;0,000292;0,005019;;;;;
pth;32;128;0,004363;0,000294;0,004665;;;;;
pth;32;128;0,00498;0,000279;0,005266;;;;;
pth;32;128;0,004748;0,000288;0,005044;;;;;
pth;32;128;0,003664;0,000282;0,003953;;;;;
\n;;;;;;;;;;
pth;32;256;0,012607;0,001039;0,013654;0,0143359;;;;
pth;32;256;0,014016;0,001036;0,015062;;;;;
pth;32;256;0,014215;0,001113;0,015338;;;;;
pth;32;256;0,013111;0,001064;0,014184;;;;;
pth;32;256;0,021172;0,001182;0,022364;;;;;
pth;32;256;0,013048;0,001489;0,014547;;;;;
pth;32;256;0,013463;0,001064;0,014537;;;;;
pth;32;256;0,013245;0,001043;0,014298;;;;;
pth;32;256;0,01497;0,001114;0,016093;;;;;
pth;32;256;0,013512;0,001474;0,014996;;;;;
\n;;;;;;;;;;
pth;32;512;0,05149;0,005356;0,056863;0,0486931;;;;
pth;32;512;0,043906;0,004538;0,048459;;;;;
pth;32;512;0,04794;0,004645;0,052604;;;;;
pth;32;512;0,055025;0,004191;0,059231;;;;;
pth;32;512;0,047931;0,004266;0,052212;;;;;
pth;32;512;0,050185;0,00463;0,054832;;;;;
pth;32;512;0,045525;0,004072;0,049612;;;;;
pth;32;512;0,051993;0,004104;0,056116;;;;;
pth;32;512;0,045171;0,004087;0,049273;;;;;
pth;32;512;0,047765;0,004096;0,051878;;;;;
\n;;;;;;;;;;
pth;32;1024;0,185745;0,020883;0,206651;0,1771063;;;;
pth;32;1024;0,175768;0,017457;0,193247;;;;;
pth;32;1024;0,181538;0,020961;0,202522;;;;;
pth;32;1024;0,174426;0,025538;0,199983;;;;;
pth;32;1024;0,174933;0,015706;0,190656;;;;;
pth;32;1024;0,173159;0,019377;0,192554;;;;;
pth;32;1024;0,17628;0,018267;0,194566;;;;;
pth;32;1024;0,177912;0,015853;0,193782;;;;;
pth;32;1024;0,179918;0,030064;0,21;;;;;
pth;32;1024;0,171384;0,0158;0,1872;;;;;
\n;;;;;;;;;;
pth;32;2048;0,677289;0,079548;0,756861;0,6778293;;;;
pth;32;2048;0,664303;0,087259;0,751586;;;;;
pth;32;2048;0,667478;0,083895;0,751397;;;;;
pth;32;2048;0,665913;0,085779;0,751716;;;;;
pth;32;2048;0,69467;0,087106;0,781801;;;;;
pth;32;2048;0,68585;0,11787;0,803745;;;;;
pth;32;2048;0,6857;0,085749;0,771471;;;;;
pth;32;2048;0,667333;0,079685;0,747041;;;;;
pth;32;2048;0,675633;0,094406;0,770064;;;;;
pth;32;2048;0,694124;0,111851;0,805996;;;;;
\n;;;;;;;;;;
pth;32;4096;2,663847;0,421854;3,085725;2,6466303;;;;
pth;32;4096;2,638322;0,359892;2,998238;;;;;
pth;32;4096;2,644857;0,386175;3,031051;;;;;
pth;32;4096;2,636709;0,439663;3,076396;;;;;
pth;32;4096;2,63174;0,379073;3,010836;;;;;
pth;32;4096;2,641087;0,394857;3,03597;;;;;
pth;32;4096;2,650331;0,355053;3,005409;;;;;
pth;32;4096;2,633013;0,358188;2,991219;;;;;
pth;32;4096;2,67804;0,356629;3,034691;;;;;
pth;32;4096;2,648357;0,362485;3,010867;;;;;
\n;;;;;;;;;;
pth;32;8192;10,556516;1,51982;12,076355;10,5220009;;;;
pth;32;8192;10,468882;1,486299;11,955206;;;;;
pth;32;8192;10,50789;1,570158;12,078068;;;;;
pth;32;8192;10,59128;1,504602;12,095908;;;;;
pth;32;8192;10,515499;1,462199;11,977723;;;;;
pth;32;8192;10,495648;2,550007;13,045683;;;;;
pth;32;8192;10,514597;1,457299;11,971913;;;;;
pth;32;8192;10,552694;1,498424;12,051142;;;;;
pth;32;8192;10,463829;1,534438;11,998288;;;;;
pth;32;8192;10,553174;1,505973;12,059171;;;;;
\n;;;;;;;;;;
;;;;;;;;;;
