Tipo de Paralelização;Número de Threads;Tamanho da Entrada;Tempo de Computação Paralela (s);Tempo de I/O (s);Tempo Total (s);Média  da Computação Paralela;in. conf. de Computação Paralela;Alfa;Desvio padrão;Tamanho;;;;;;;;;;;;;;;;
pth;4;2048;0,317556;0,087705;0,405288;;;;;;;;;;;;;;;;;;;;;
pth;4;2048;0,310940;0,082050;0,393015;;;;;;;;;;;;;;;;;;;;;
pth;4;2048;0,305527;0,835443;1.140.991;;;;;;;;;;;;;;;;;;;;;
pth;4;2048;0,312128;0,080740;0,392894;;;;;;;;;;;;;;;;;;;;;
pth;4;2048;0,319598;0,080884;0,400506;;;;;;;;;;;;;;;;;;;;;
pth;4;2048;0,320880;0,074824;0,395728;;;;;;;;;;;;;;;;;;;;;
pth;4;2048;0,312205;0,077093;0,389319;;;;;;;;;;;;;;;;;;;;;
pth;4;2048;0,314785;0,076525;0,391329;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;4;4096;1,233457;0,339000;1.572.481;1,231089;;;;;;;;;;;;;;;;;;;;
pth;4;4096;1,241516;0,348254;1.589.793;;;;;;;;;;;;;;;;;;;;;
pth;4;4096;1,250226;0,363148;1.613.394;;;;;;;;;;;;;;;;;;;;;
pth;4;4096;1,222655;0,365726;1.588.403;;;;;;;;;;;;;;;;;;;;;
pth;4;4096;1,217007;0,365869;1.582.895;;;;;;;;;;;;;;;;;;;;;
pth;4;4096;1,237060;0,375154;1.612.235;;;;;;;;;;;;;;;;;;;;;
pth;4;4096;1,241638;0,343012;1.584.684;;;;;;;;;;;;;;;;;;;;;
pth;4;4096;1,214059;0,361379;1.575.459;;;;;;;;;;;;;;;;;;;;;
pth;4;4096;1,236931;0,351639;1.588.595;;;;;;;;;;;;;;;;;;;;;
pth;4;4096;1,216345;0,339967;1.556.331;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;4;8192;4,844273;1.416.090;6.260.384;4,844578;;;;;;;;;;;;;;;;;;;;
pth;4;8192;4,818303;1.440.187;6.258.513;;;;;;;;;;;;;;;;;;;;;
pth;4;8192;4,848947;1.443.942;6.292.914;;;;;;;;;;;;;;;;;;;;;
pth;4;8192;4,861017;1.494.093;6.355.133;;;;;;;;;;;;;;;;;;;;;
pth;4;8192;4,855224;1.422.333;6.277.579;;;;;;;;;;;;;;;;;;;;;
pth;4;8192;4,866840;1.475.479;6.342.338;;;;;;;;;;;;;;;;;;;;;
pth;4;8192;4,822754;1.405.953;6.228.727;;;;;;;;;;;;;;;;;;;;;
pth;4;8192;4,834737;3.922.987;8.757.750;;;;;;;;;;;;;;;;;;;;;
pth;4;8192;4,847987;1.435.639;6.283.646;;;;;;;;;;;;;;;;;;;;;
pth;4;8192;4,845695;1.443.533;6.289.252;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;8;16;0,000235;0,017406;0,017661;0,000165;0,010522762;;0,049335;;;;;;;;;;;;;;;;;
pth;8;16;0,000156;0,000083;0,000249;;;;;;;;;;;;;;;;;;;;;
pth;8;16;0,000136;0,000036;0,000178;;;;;;;;;;;;;;;;;;;;;
pth;8;16;0,000159;0,000041;0,000207;;;;;;;;;;;;;;;;;;;;;
pth;8;16;0,000199;0,000062;0,000273;;;;;;;;;;;;;;;;;;;;;
pth;8;16;0,000200;0,000050;0,000260;;;;;;;;;;;;;;;;;;;;;
pth;8;16;0,000144;0,000039;0,000190;;;;;;;;;;;;;;;;;;;;;
pth;8;16;0,000136;0,000063;0,000209;;;;;;;;;;;;;;;;;;;;;
pth;8;16;0,000135;0,000036;0,000178;;;;;;;;;;;;;;;;;;;;;
pth;8;16;0,000145;0,000037;0,000189;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;8;32;0,000192;0,000079;0,000282;0,000237;;;;;;;;;;;;;;;;;;;;
pth;8;32;0,000209;0,000047;0,000263;;;;;;;;;;;;;;;;;;;;;
pth;8;32;0,000234;0,000077;0,000323;;;;;;;;;;;;;;;;;;;;;
pth;8;32;0,000288;0,000083;0,000382;;;;;;;;;;;;;;;;;;;;;
pth;8;32;0,000224;0,000084;0,000319;;;;;;;;;;;;;;;;;;;;;
pth;8;32;0,000191;0,000059;0,000271;;;;;;;;;;;;;;;;;;;;;
pth;8;32;0,000367;0,000099;0,000477;;;;;;;;;;;;;;;;;;;;;
pth;8;32;0,000233;0,000084;0,000327;;;;;;;;;;;;;;;;;;;;;
pth;8;32;0,000211;0,000080;0,000302;;;;;;;;;;;;;;;;;;;;;
pth;8;32;0,000219;0,000048;0,000274;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;8;64;0,000346;0,000093;0,000447;0,000414;;;;;;;;;;;;;;;;;;;;
pth;8;64;0,000488;0,000118;0,000613;;;;;;;;;;;;;;;;;;;;;
pth;8;64;0,000578;0,000095;0,000679;;;;;;;;;;;;;;;;;;;;;
pth;8;64;0,000361;0,000100;0,000469;;;;;;;;;;;;;;;;;;;;;
pth;8;64;0,000358;0,000096;0,000461;;;;;;;;;;;;;;;;;;;;;
pth;8;64;0,000361;0,000104;0,000472;;;;;;;;;;;;;;;;;;;;;
pth;8;64;0,000372;0,000101;0,000481;;;;;;;;;;;;;;;;;;;;;
pth;8;64;0,000373;0,000097;0,000477;;;;;;;;;;;;;;;;;;;;;
pth;8;64;0,000541;0,000101;0,000650;;;;;;;;;;;;;;;;;;;;;
pth;8;64;0,000359;0,000092;0,000457;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;8;128;0,001104;0,000316;0,001427;0,001162;;;;;;;;;;;;;;;;;;;;
pth;8;128;0,001071;0,000735;0,001816;;;;;;;;;;;;;;;;;;;;;
pth;8;128;0,001129;0,000280;0,001417;;;;;;;;;;;;;;;;;;;;;
pth;8;128;0,001094;0,000277;0,001379;;;;;;;;;;;;;;;;;;;;;
pth;8;128;0,001788;0,000276;0,002072;;;;;;;;;;;;;;;;;;;;;
pth;8;128;0,001055;0,000283;0,001345;;;;;;;;;;;;;;;;;;;;;
pth;8;128;0,001084;0,000277;0,001368;;;;;;;;;;;;;;;;;;;;;
pth;8;128;0,001081;0,000299;0,001388;;;;;;;;;;;;;;;;;;;;;
pth;8;128;0,001061;0,000280;0,001348;;;;;;;;;;;;;;;;;;;;;
pth;8;128;0,001153;0,000472;0,001633;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;8;256;0,004178;0,001294;0,005480;0,004747;;;;;;;;;;;;;;;;;;;;
pth;8;256;0,003967;0,001084;0,005061;;;;;;;;;;;;;;;;;;;;;
pth;8;256;0,003934;0,001430;0,005374;;;;;;;;;;;;;;;;;;;;;
pth;8;256;0,007011;0,001071;0,008096;;;;;;;;;;;;;;;;;;;;;
pth;8;256;0,003882;0,001705;0,005598;;;;;;;;;;;;;;;;;;;;;
pth;8;256;0,005066;0,001213;0,006288;;;;;;;;;;;;;;;;;;;;;
pth;8;256;0,004337;0,001707;0,006054;;;;;;;;;;;;;;;;;;;;;
pth;8;256;0,004022;0,001005;0,005036;;;;;;;;;;;;;;;;;;;;;
pth;8;256;0,003974;0,001922;0,005909;;;;;;;;;;;;;;;;;;;;;
pth;8;256;0,007103;0,001758;0,008872;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;8;512;0,018509;0,007610;0,026133;0,019295;;;;;;;;;;;;;;;;;;;;
pth;8;512;0,018337;0,003941;0,022294;;;;;;;;;;;;;;;;;;;;;
pth;8;512;0,015681;0,004413;0,020109;;;;;;;;;;;;;;;;;;;;;
pth;8;512;0,019071;0,004374;0,023463;;;;;;;;;;;;;;;;;;;;;
pth;8;512;0,020677;0,003926;0,024615;;;;;;;;;;;;;;;;;;;;;
pth;8;512;0,021546;0,007580;0,029142;;;;;;;;;;;;;;;;;;;;;
pth;8;512;0,020004;0,007526;0,027546;;;;;;;;;;;;;;;;;;;;;
pth;8;512;0,018545;0,006728;0,025295;;;;;;;;;;;;;;;;;;;;;
pth;8;512;0,020231;0,007671;0,027919;;;;;;;;;;;;;;;;;;;;;
pth;8;512;0,020346;0,008909;0,029276;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;8;1024;0,071773;0,020643;0,092434;0,065928;;;;;;;;;;;;;;;;;;;;
pth;8;1024;0,065254;0,015617;0,080893;;;;;;;;;;;;;;;;;;;;;
pth;8;1024;0,067887;0,024414;0,092322;;;;;;;;;;;;;;;;;;;;;
pth;8;1024;0,066613;0,021271;0,087906;;;;;;;;;;;;;;;;;;;;;
pth;8;1024;0,064398;0,015468;0,079884;;;;;;;;;;;;;;;;;;;;;
pth;8;1024;0,064555;0,018997;0,083568;;;;;;;;;;;;;;;;;;;;;
pth;8;1024;0,065054;0,021432;0,086505;;;;;;;;;;;;;;;;;;;;;
pth;8;1024;0,061120;0,017029;0,078166;;;;;;;;;;;;;;;;;;;;;
pth;8;1024;0,066767;0,015639;0,082429;;;;;;;;;;;;;;;;;;;;;
pth;8;1024;0,065859;0,023425;0,089303;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;8;2048;0,263078;0,077166;0,340261;0,262443;;;;;;;;;;;;;;;;;;;;
pth;8;2048;0,255274;0,080634;0,335926;;;;;;;;;;;;;;;;;;;;;
pth;8;2048;0,256527;0,077772;0,334317;;;;;;;;;;;;;;;;;;;;;
pth;8;2048;0,257255;0,077891;0,335164;;;;;;;;;;;;;;;;;;;;;
pth;8;2048;0,277217;0,082479;0,359720;;;;;;;;;;;;;;;;;;;;;
pth;8;2048;0,276072;0,090236;0,366331;;;;;;;;;;;;;;;;;;;;;
pth;8;2048;0,257249;0,081257;0,338524;;;;;;;;;;;;;;;;;;;;;
pth;8;2048;0,251598;0,111416;0,363033;;;;;;;;;;;;;;;;;;;;;
pth;8;2048;0,264256;0,085175;0,349451;;;;;;;;;;;;;;;;;;;;;
pth;8;2048;0,265905;0,080314;0,346238;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;8;4096;1,013964;0,378378;1.392.363;1,007877;;;;;;;;;;;;;;;;;;;;
pth;8;4096;1,004518;0,357417;1.361.954;;;;;;;;;;;;;;;;;;;;;
pth;8;4096;1,010210;0,382722;1.392.957;;;;;;;;;;;;;;;;;;;;;
pth;8;4096;1,002287;3.905.849;4.908.162;;;;;;;;;;;;;;;;;;;;;
pth;8;4096;1,015808;0,394934;1.410.766;;;;;;;;;;;;;;;;;;;;;
pth;8;4096;1,009200;0,350276;1.359.501;;;;;;;;;;;;;;;;;;;;;
pth;8;4096;1,011687;2.443.646;3.455.354;;;;;;;;;;;;;;;;;;;;;
pth;8;4096;0,999055;0,364721;1.363.800;;;;;;;;;;;;;;;;;;;;;
pth;8;4096;1,014277;0,372481;1.386.779;;;;;;;;;;;;;;;;;;;;;
pth;8;4096;0,997764;0,358034;1.355.818;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;8;8192;3,975217;1.431.115;5.406.356;3,975623;;;;;;;;;;;;;;;;;;;;
pth;8;8192;3,995282;1.522.634;5.517.937;;;;;;;;;;;;;;;;;;;;;
pth;8;8192;3,978011;1.459.881;5.437.913;;;;;;;;;;;;;;;;;;;;;
pth;8;8192;3,955252;1.506.193;5.461.470;;;;;;;;;;;;;;;;;;;;;
pth;8;8192;3,983375;1.442.840;5.426.239;;;;;;;;;;;;;;;;;;;;;
pth;8;8192;3,971470;4.918.053;8.889.545;;;;;;;;;;;;;;;;;;;;;
pth;8;8192;4,042110;1.484.000;5.526.131;;;;;;;;;;;;;;;;;;;;;
pth;8;8192;3,946841;1.473.791;5.420.651;;;;;;;;;;;;;;;;;;;;;
pth;8;8192;3,954203;4.894.984;8.849.205;;;;;;;;;;;;;;;;;;;;;
pth;8;8192;3,954467;1.440.304;5.394.792;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;16;16;0,000391;0,015013;0,015426;0,000299;0,007766;;0,036412;;;;;;;;;;;;;;;;;
pth;16;16;0,000352;0,000067;0,000431;;;;;;;;;;;;;;;;;;;;;
pth;16;16;0,000329;0,000071;0,000413;;;;;;;;;;;;;;;;;;;;;
pth;16;16;0,000212;0,000041;0,000260;;;;;;;;;;;;;;;;;;;;;
pth;16;16;0,000316;0,000070;0,000398;;;;;;;;;;;;;;;;;;;;;
pth;16;16;0,000282;0,000061;0,000351;;;;;;;;;;;;;;;;;;;;;
pth;16;16;0,000232;0,000038;0,000276;;;;;;;;;;;;;;;;;;;;;
pth;16;16;0,000261;0,000066;0,000334;;;;;;;;;;;;;;;;;;;;;
pth;16;16;0,000309;0,000063;0,000381;;;;;;;;;;;;;;;;;;;;;
pth;16;16;0,000305;0,000064;0,000381;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;16;32;0,000406;0,000083;0,000500;0,000331;;;;;;;;;;;;;;;;;;;;
pth;16;32;0,000402;0,000089;0,000503;;;;;;;;;;;;;;;;;;;;;
pth;16;32;0,000310;0,000082;0,000400;;;;;;;;;;;;;;;;;;;;;
pth;16;32;0,000303;0,000101;0,000413;;;;;;;;;;;;;;;;;;;;;
pth;16;32;0,000506;0,000085;0,000599;;;;;;;;;;;;;;;;;;;;;
pth;16;32;0,000340;0,000077;0,000428;;;;;;;;;;;;;;;;;;;;;
pth;16;32;0,000273;0,000046;0,000326;;;;;;;;;;;;;;;;;;;;;
pth;16;32;0,000254;0,000048;0,000310;;;;;;;;;;;;;;;;;;;;;
pth;16;32;0,000289;0,000079;0,000375;;;;;;;;;;;;;;;;;;;;;
pth;16;32;0,000224;0,000053;0,000284;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;16;64;0,000404;0,000106;0,000516;0,000408;;;;;;;;;;;;;;;;;;;;
pth;16;64;0,000431;0,000097;0,000535;;;;;;;;;;;;;;;;;;;;;
pth;16;64;0,000428;0,000144;0,000579;;;;;;;;;;;;;;;;;;;;;
pth;16;64;0,000458;0,000106;0,000571;;;;;;;;;;;;;;;;;;;;;
pth;16;64;0,000459;0,000099;0,000565;;;;;;;;;;;;;;;;;;;;;
pth;16;64;0,000435;0,000144;0,000588;;;;;;;;;;;;;;;;;;;;;
pth;16;64;0,000313;0,000096;0,000415;;;;;;;;;;;;;;;;;;;;;
pth;16;64;0,000397;0,000109;0,000514;;;;;;;;;;;;;;;;;;;;;
pth;16;64;0,000377;0,000106;0,000490;;;;;;;;;;;;;;;;;;;;;
pth;16;64;0,000382;0,000098;0,000487;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;16;128;0,001332;0,000283;0,001626;0,0026183;;;;;;;;;;;;;;;;;;;;
pth;16;128;0,001276;0,000423;0,001706;;;;;;;;;;;;;;;;;;;;;
pth;16;128;0,000899;0,000296;0,001203;;;;;;;;;;;;;;;;;;;;;
pth;16;128;0,001221;0,000275;0,001503;;;;;;;;;;;;;;;;;;;;;
pth;16;128;0,001511;0,000474;0,001994;;;;;;;;;;;;;;;;;;;;;
pth;16;128;0,000848;0,000277;0,001133;;;;;;;;;;;;;;;;;;;;;
pth;16;128;0,000798;0,000426;0,001231;;;;;;;;;;;;;;;;;;;;;
pth;16;128;0,001435;0,000274;0,001717;;;;;;;;;;;;;;;;;;;;;
pth;16;128;0,001028;0,000313;0,001349;;;;;;;;;;;;;;;;;;;;;
pth;16;128;0,000794;0,000268;0,001069;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;16;256;0,003559;0,001451;0,005019;0,0317075;;;;;;;;;;;;;;;;;;;;
pth;16;256;0,003715;0,001131;0,004856;;;;;;;;;;;;;;;;;;;;;
pth;16;256;0,003633;0,001012;0,004657;;;;;;;;;;;;;;;;;;;;;
pth;16;256;0,002977;0,001737;0,004725;;;;;;;;;;;;;;;;;;;;;
pth;16;256;0,003359;0,001234;0,004602;;;;;;;;;;;;;;;;;;;;;
pth;16;256;0,002709;0,001021;0,003739;;;;;;;;;;;;;;;;;;;;;
pth;16;256;0,002974;0,001222;0,004204;;;;;;;;;;;;;;;;;;;;;
pth;16;256;0,004802;0,001483;0,006293;;;;;;;;;;;;;;;;;;;;;
pth;16;256;0,003216;0,001018;0,004244;;;;;;;;;;;;;;;;;;;;;
pth;16;256;0,005560;0,001274;0,006844;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;16;512;0,010659;0,004232;0,014903;0,0317075;;;;;;;;;;;;;;;;;;;;
pth;16;512;0,013625;0,004320;0,017962;;;;;;;;;;;;;;;;;;;;;
pth;16;512;0,014926;0,004203;0,019148;;;;;;;;;;;;;;;;;;;;;
pth;16;512;0,015058;0,004182;0,019254;;;;;;;;;;;;;;;;;;;;;
pth;16;512;0,012246;0,004181;0,016446;;;;;;;;;;;;;;;;;;;;;
pth;16;512;0,013918;0,004900;0,018835;;;;;;;;;;;;;;;;;;;;;
pth;16;512;0,013280;0,004561;0,017858;;;;;;;;;;;;;;;;;;;;;
pth;16;512;0,013987;0,006901;0,020902;;;;;;;;;;;;;;;;;;;;;
pth;16;512;0,014824;0,006457;0,021294;;;;;;;;;;;;;;;;;;;;;
pth;16;512;0,012764;0,003999;0,016780;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;16;1024;0,049040;0,022422;0,071480;0,1050028;;;;;;;;;;;;;;;;;;;;
pth;16;1024;0,051335;0,019146;0,070498;;;;;;;;;;;;;;;;;;;;;
pth;16;1024;0,050052;0,015803;0,065871;;;;;;;;;;;;;;;;;;;;;
pth;16;1024;0,049792;0,019571;0,069386;;;;;;;;;;;;;;;;;;;;;
pth;16;1024;0,048083;0,019839;0,067936;;;;;;;;;;;;;;;;;;;;;
pth;16;1024;0,060859;0,022027;0,082909;;;;;;;;;;;;;;;;;;;;;
pth;16;1024;0,043593;0,020189;0,063805;;;;;;;;;;;;;;;;;;;;;
pth;16;1024;0,043342;0,022695;0,066055;;;;;;;;;;;;;;;;;;;;;
pth;16;1024;0,047391;0,015958;0,063367;;;;;;;;;;;;;;;;;;;;;
pth;16;1024;0,048161;0,019735;0,067920;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;16;2048;0,186704;0,086044;0,272771;0,1050028;;;;;;;;;;;;;;;;;;;;
pth;16;2048;0,180065;0,095704;0,275786;;;;;;;;;;;;;;;;;;;;;
pth;16;2048;0,203699;0,099011;0,302728;;;;;;;;;;;;;;;;;;;;;
pth;16;2048;0,188131;0,075086;0,263239;;;;;;;;;;;;;;;;;;;;;
pth;16;2048;0,193357;0,081775;0,275155;;;;;;;;;;;;;;;;;;;;;
pth;16;2048;0,185123;0,087994;0,273137;;;;;;;;;;;;;;;;;;;;;
pth;16;2048;0,189126;0,079976;0,269120;;;;;;;;;;;;;;;;;;;;;
pth;16;2048;0,183851;0,092533;0,276408;;;;;;;;;;;;;;;;;;;;;
pth;16;2048;0,196861;0,080888;0,277772;;;;;;;;;;;;;;;;;;;;;
pth;16;2048;0,186141;0,084276;0,270442;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;16;4096;0,730615;0,362788;1.093.424;0,3516418;;;;;;;;;;;;;;;;;;;;
pth;16;4096;0,717868;0,360922;1.078.812;;;;;;;;;;;;;;;;;;;;;
pth;16;4096;0,745345;0,412485;1.157.852;;;;;;;;;;;;;;;;;;;;;
pth;16;4096;0,701735;0,369620;1.071.377;;;;;;;;;;;;;;;;;;;;;
pth;16;4096;0,745797;0,375920;1.121.744;;;;;;;;;;;;;;;;;;;;;
pth;16;4096;0,720449;0,349695;1.070.167;;;;;;;;;;;;;;;;;;;;;
pth;16;4096;0,649869;0,355557;1.005.448;;;;;;;;;;;;;;;;;;;;;
pth;16;4096;0,684291;0,375501;1.059.818;;;;;;;;;;;;;;;;;;;;;
pth;16;4096;0,794986;0,370505;1.165.513;;;;;;;;;;;;;;;;;;;;;
pth;16;4096;0,699822;0,391446;1.091.290;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;16;8192;2.888.029;1.480.870;4.368.922;0,71778675;;;;;;;;;;;;;;;;;;;;
pth;16;8192;2.871.183;1.472.819;4.344.022;;;;;;;;;;;;;;;;;;;;;
pth;16;8192;2.886.250;1.492.148;4.378.422;;;;;;;;;;;;;;;;;;;;;
pth;16;8192;2.784.151;2.152.541;4.936.714;;;;;;;;;;;;;;;;;;;;;
pth;16;8192;2.904.193;1.466.345;4.370.557;;;;;;;;;;;;;;;;;;;;;
pth;16;8192;2.847.158;1.467.186;4.314.367;;;;;;;;;;;;;;;;;;;;;
pth;16;8192;2.845.063;1.444.223;4.289.307;;;;;;;;;;;;;;;;;;;;;
pth;16;8192;2.827.326;1.520.619;4.347.959;;;;;;;;;;;;;;;;;;;;;
pth;16;8192;2.862.694;1.471.182;4.333.897;;;;;;;;;;;;;;;;;;;;;
pth;16;8192;2.848.817;1.504.917;4.353.753;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;32;16;0,000685;0,013736;0,014436;0,000501;0,006326;;0,029659;;;;;;;;;;;;;;;;;
pth;32;16;0,000590;0,000040;0,000638;;;;;;;;;;;;;;;;;;;;;
pth;32;16;0,000499;0,000039;0,000546;;;;;;;;;;;;;;;;;;;;;
pth;32;16;0,000579;0,000041;0,000627;;;;;;;;;;;;;;;;;;;;;
pth;32;16;0,000480;0,000041;0,000528;;;;;;;;;;;;;;;;;;;;;
pth;32;16;0,000443;0,000040;0,000490;;;;;;;;;;;;;;;;;;;;;
pth;32;16;0,000421;0,000039;0,000467;;;;;;;;;;;;;;;;;;;;;
pth;32;16;0,000435;0,000040;0,000482;;;;;;;;;;;;;;;;;;;;;
pth;32;16;0,000413;0,000040;0,000460;;;;;;;;;;;;;;;;;;;;;
pth;32;16;0,000466;0,000043;0,000515;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;32;32;0,000424;0,000060;0,000491;0,000249;;;;;;;;;;;;;;;;;;;;
pth;32;32;0,000442;0,000052;0,000501;;;;;;;;;;;;;;;;;;;;;
pth;32;32;0,000387;0,000046;0,000440;;;;;;;;;;;;;;;;;;;;;
pth;32;32;0,000416;0,000054;0,000477;;;;;;;;;;;;;;;;;;;;;
pth;32;32;0,000555;0,000079;0,000644;;;;;;;;;;;;;;;;;;;;;
pth;32;32;0,000463;0,000054;0,000523;;;;;;;;;;;;;;;;;;;;;
pth;32;32;0,000414;0,000050;0,000471;;;;;;;;;;;;;;;;;;;;;
pth;32;32;0,000519;0,000080;0,000608;;;;;;;;;;;;;;;;;;;;;
pth;32;32;0,000534;0,000079;0,000626;;;;;;;;;;;;;;;;;;;;;
pth;32;32;0,000420;0,000083;0,000510;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;32;64;0,000567;0,000223;0,000799;0,0004945;;;;;;;;;;;;;;;;;;;;
pth;32;64;0,000527;0,000102;0,000636;;;;;;;;;;;;;;;;;;;;;
pth;32;64;0,000452;0,000101;0,000559;;;;;;;;;;;;;;;;;;;;;
pth;32;64;0,000464;0,000095;0,000565;;;;;;;;;;;;;;;;;;;;;
pth;32;64;0,000499;0,000102;0,000609;;;;;;;;;;;;;;;;;;;;;
pth;32;64;0,000549;0,000097;0,000653;;;;;;;;;;;;;;;;;;;;;
pth;32;64;0,000493;0,000111;0,000611;;;;;;;;;;;;;;;;;;;;;
pth;32;64;0,000491;0,000104;0,000602;;;;;;;;;;;;;;;;;;;;;
pth;32;64;0,000483;0,000099;0,000589;;;;;;;;;;;;;;;;;;;;;
pth;32;64;0,000476;0,000108;0,000591;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;32;128;0,000878;0,000287;0,001172;0,0008749;;;;;;;;;;;;;;;;;;;;
pth;32;128;0,000815;0,000312;0,001135;;;;;;;;;;;;;;;;;;;;;
pth;32;128;0,001005;0,000284;0,001296;;;;;;;;;;;;;;;;;;;;;
pth;32;128;0,000940;0,000280;0,001227;;;;;;;;;;;;;;;;;;;;;
pth;32;128;0,001073;0,000311;0,001391;;;;;;;;;;;;;;;;;;;;;
pth;32;128;0,001170;0,000281;0,001458;;;;;;;;;;;;;;;;;;;;;
pth;32;128;0,001029;0,000284;0,001320;;;;;;;;;;;;;;;;;;;;;
pth;32;128;0,000880;0,000286;0,001173;;;;;;;;;;;;;;;;;;;;;
pth;32;128;0,001318;0,000281;0,001606;;;;;;;;;;;;;;;;;;;;;
pth;32;128;0,001086;0,000286;0,001380;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;32;256;0,004926;0,001009;0,005942;0,0030725;;;;;;;;;;;;;;;;;;;;
pth;32;256;0,003894;0,001024;0,004926;;;;;;;;;;;;;;;;;;;;;
pth;32;256;0,003268;0,001016;0,004293;;;;;;;;;;;;;;;;;;;;;
pth;32;256;0,002939;0,001019;0,003966;;;;;;;;;;;;;;;;;;;;;
pth;32;256;0,005304;0,001026;0,006339;;;;;;;;;;;;;;;;;;;;;
pth;32;256;0,002758;0,001036;0,003803;;;;;;;;;;;;;;;;;;;;;
pth;32;256;0,004352;0,001047;0,005408;;;;;;;;;;;;;;;;;;;;;
pth;32;256;0,003670;0,001151;0,004831;;;;;;;;;;;;;;;;;;;;;
pth;32;256;0,002374;0,001140;0,003523;;;;;;;;;;;;;;;;;;;;;
pth;32;256;0,003489;0,001156;0,004653;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;32;512;0,010385;0,004277;0,014676;0,0086459;;;;;;;;;;;;;;;;;;;;
pth;32;512;0,011083;0,006344;0,017446;;;;;;;;;;;;;;;;;;;;;
pth;32;512;0,014950;0,004292;0,019257;;;;;;;;;;;;;;;;;;;;;
pth;32;512;0,009924;0,004310;0,014249;;;;;;;;;;;;;;;;;;;;;
pth;32;512;0,012145;0,004085;0,016247;;;;;;;;;;;;;;;;;;;;;
pth;32;512;0,014087;0,005663;0,019765;;;;;;;;;;;;;;;;;;;;;
pth;32;512;0,013146;0,004449;0,017609;;;;;;;;;;;;;;;;;;;;;
pth;32;512;0,010709;0,004504;0,015230;;;;;;;;;;;;;;;;;;;;;
pth;32;512;0,011267;0,006543;0,017828;;;;;;;;;;;;;;;;;;;;;
pth;32;512;0,014470;0,007510;0,021997;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;32;1024;0,045145;0,019070;0,064230;0,0276806;;;;;;;;;;;;;;;;;;;;
pth;32;1024;0,045679;0,017746;0,063442;;;;;;;;;;;;;;;;;;;;;
pth;32;1024;0,045980;0,019633;0,065632;;;;;;;;;;;;;;;;;;;;;
pth;32;1024;0,037353;0,133480;0,170851;;;;;;;;;;;;;;;;;;;;;
pth;32;1024;0,038970;0,134227;0,173214;;;;;;;;;;;;;;;;;;;;;
pth;32;1024;0,034388;0,141695;0,176105;;;;;;;;;;;;;;;;;;;;;
